"";"Id";"LastInvoiceDate";"EnergyCutOffDate";"AgreementCutOffDate";"EnergyInvoicesDue";"AgreementInvoicesDue";"PSVAInvoicesDue";"TotalDebt";"TotalOverdueDebt";"TotalInvoicesDue";"CustomerRating";"PaymentProbability";"FirstProbabilityAction";"SecondProbabilityAction"
"5198";"0035B00000CTyk9QAD";"";"";"";1;0;0;27084;27084;1;1;0,624293376967403;"Email";"No Hacer Nada"
"2338";"0035B00000BG0H7QAL";"";"2017-11-30";"";1;0;0;94466;94466;1;1;0,624291151264078;"IVR";"SMS"
"2599";"0035B00000BGYluQAH";"";"2017-11-30";"";1;0;0;9101;9101;1;1;0,624257867554863;"No Hacer Nada";"No Hacer Nada"
"7775";"0035B00000CQL40QAH";"2009-11-24";"";"";1;0;0;34799;34799;1;1;0,624225253141148;"IVR";"SMS"
"18948";"0035B00000CQ5reQAD";"";"";"";1;0;0;29490;29490;1;1;0,624204780725415;"Email";"No Hacer Nada"
"13056";"0035B00000CThLYQA1";"";"";"";1;0;0;8017;8017;1;1;0,624193422190567;"No Hacer Nada";"No Hacer Nada"
"15624";"0035B00000CIx7lQAD";"";"";"";1;0;0;131900;131900;1;1;0,624169566950267;"Telefono";"IVR"
"15940";"0035B00000CKyboQAD";"2015-04-02";"2017-11-09";"";2;0;0;3731;3731;2;1;0,624163061922809;"No   Hacer Nada";"No Hacer Nada"
"8308";"0035B00000CIuzMQAT";"2017-08-17";"";"";1;0;0;17138;17138;1;1;0,624112805297155;"No Hacer Nada";"No Hacer Nada"
"14056";"0035B00000CToPVQA1";"2012-03-13";"";"";1;0;0;2856;2856;1;1;0,624112729469295;"No Hacer Nada";"No Hacer Nada"
"6610";"0035B00000CL0s7QAD";"2015-12-16";"2017-11-09";"";2;0;0;122400;122400;2;1;0,624065132661295;"Telefono";"IVR"
"3294";"0035B00000CfjGZQAZ";"";"";"";1;0;0;103775;103775;1;1;0,624057158770442;"Email";"No Hacer Nada"
"9517";"0035B00000CTwdfQAD";"2009-08-26";"";"";1;0;0;3548;3548;1;1;0,624055707540269;"No Hacer Nada";"No Hacer Nada"
"25671";"0035B00000BrbnTQAR";"2017-02-16";"2017-09-18";"";3;0;0;11618;11618;3;1;0,624039449544798;"Telefono";"Email"
"2570";"0035B00000BG5v5QAD";"2017-07-14";"2017-11-30";"";1;0;0;37641;37641;1;1;0,624035967528162;"No Hacer Nada";"No Hacer Nada"
"22698";"0035B00000BBRzDQAX";"2012-01-05";"2017-11-30";"";1;0;0;45065;45065;1;1;0,624033880691693;"IVR";"Email"
"3339";"0035B00000BJI12QAH";"";"2017-12-04";"";1;0;0;37564;37564;1;1;0,624025826658308;"IVR";"SMS"
"6126";"0035B000007kWDfQAM";"";"";"";1;0;0;3613;3613;1;1;0,623998555368867;"No Hacer Nada";"No Hacer Nada"
"25305";"0035B00000CYTINQA5";"2010-11-12";"";"";1;0;0;8609;8609;1;1;0,623985996375175;"No Hacer Nada";"No Hacer Nada"
"11108";"0035B00000BGBpZQAX";"2013-05-02";"2017-11-30";"";1;0;0;44660;44660;1;1;0,62398441642602;"No   Hacer Nada";"No Hacer Nada"
"7256";"0035B00000CQAPOQA5";"";"2017-11-16";"";2;0;0;61082;61082;2;1;0,623978543456519;"IVR";"Email"
"1504";"0035B00000BBMSQQA5";"";"2017-11-30";"";1;0;0;40291;40291;1;1;0,623977017655398;"No Hacer Nada";"No Hacer Nada"
"1597";"0035B00000BAy63QAD";"2008-02-15";"2017-11-30";"";1;0;0;27844;27844;1;1;0,623970529622597;"IVR";"Email"
"7288";"0035B00000AUutlQAD";"";"2017-11-28";"";1;0;0;82161;82161;1;1;0,62396388086387;"IVR";"Email"
"22339";"0035B00000CLEzkQAH";"";"";"";1;0;0;4480;4480;1;1;0,623921593421794;"No Hacer Nada";"No Hacer Nada"
"15634";"0035B00000CIxRaQAL";"";"";"";1;0;0;5466;5466;1;1;0,623916765729323;"No Hacer Nada";"No Hacer Nada"
"4534";"0035B000007kUkKQAU";"";"2017-12-11";"";1;0;0;20206;20206;1;1;0,623842552307632;"IVR";"Email"
"21034";"0035B00000CL5TqQAL";"2017-11-02";"2017-12-14";"";1;0;0;362002;224900;1;1;0,623831124346619;"Telefono";"IVR"
"5756";"0035B00000CU0VZQA1";"2008-08-29";"";"";1;0;0;3673;3673;1;1;0,623826199017878;"No Hacer Nada";"No Hacer Nada"
"4292";"0035B00000Brh34QAB";"2016-01-04";"";"";1;0;0;5851;5851;1;1;0,623820440155263;"No Hacer Nada";"No Hacer Nada"
"11698";"0035B000007kWcmQAE";"";"2017-11-20";"";2;0;0;16464;16464;2;1;0,623805851694222;"No Hacer Nada";"No Hacer Nada"
"25495";"0035B00000BFz9pQAD";"2017-07-17";"2017-11-30";"";1;0;0;77111;77111;1;1;0,623798747748358;"IVR";"Email"
"24357";"0035B00000BAzq7QAD";"";"2017-11-30";"";1;0;0;68154;68154;1;1;0,62374388537199;"IVR";"Email"
"25403";"0035B00000BGVtKQAX";"2011-09-20";"2017-11-30";"";1;0;0;98120;98120;1;1;0,623702068343656;"IVR";"SMS"
"15000";"0035B00000CQHUgQAP";"2016-12-27";"2017-12-15";"";1;0;0;33212;33212;1;1;0,623655796617858;"IVR";"Email"
"4240";"0035B00000CQRt1QAH";"2014-01-06";"2017-11-20";"";2;0;0;47179;47179;2;1;0,623651543526814;"IVR";"SMS"
"4065";"0035B00000CQOSGQA5";"";"2017-11-16";"2017-10-02";2;2;0;47769;35581;2;1;0,623608321412458;"No Hacer Nada";"No Hacer Nada"
"7084";"0035B00000CQNouQAH";"2017-10-16";"2017-11-03";"2017-11-06";3;1;0;171184;138976;3;1;0,623557919874496;"Telefono";"IVR"
"8143";"0035B00000CQ9pmQAD";"";"2017-12-15";"";1;0;0;25107;25107;1;1;0,623555523915513;"IVR";"Email"
"16588";"0035B00000BFzxgQAD";"2013-06-16";"2017-11-30";"";1;0;0;46248;46248;1;1;0,623553988486231;"IVR";"Email"
"1414";"0035B00000BAzmvQAD";"2015-01-13";"2017-11-30";"";1;0;0;32014;32014;1;1;0,62354893797753;"IVR";"SMS"
"652";"0035B00000CQQJMQA5";"2017-10-31";"2017-11-16";"";2;0;0;11084584;180184;2;1;0,62354421771404;"Telefono";"IVR"
"890";"0035B00000CQKf7QAH";"2017-06-07";"2017-11-16";"";2;0;0;40420;40420;2;1;0,623538822590452;"IVR";"Email"
"23300";"0035B000007kWDRQA2";"2016-01-04";"2017-11-24";"";2;0;0;45674;45674;2;1;0,623486689973989;"IVR";"Email"
"4383";"0035B00000CTjhoQAD";"2015-03-31";"2017-11-16";"";2;0;0;114872;114872;2;1;0,623469788402349;"Telefono";"IVR"
"10947";"0035B00000BBKogQAH";"2016-12-29";"2017-11-30";"";1;0;0;79009;79009;1;1;0,623427001353875;"IVR";"Email"
"12965";"0035B00000CU2olQAD";"";"";"";1;0;0;11777;11777;1;1;0,623402983232157;"IVR";"Email"
"6300";"0035B00000CQGphQAH";"";"2017-11-16";"";2;0;0;82253;82253;2;1;0,623347175195409;"IVR";"Email"
"9887";"0035B00000CQKtbQAH";"2017-09-22";"2017-11-16";"";2;0;0;43191;43191;2;1;0,623333390830967;"IVR";"SMS"
"17670";"0035B00000CU0lYQAT";"2014-07-03";"2017-12-18";"";1;0;0;18749;18749;1;1;0,623313155683763;"IVR";"Email"
"2359";"0035B00000BG2AXQA1";"2012-11-30";"2017-10-31";"";2;0;0;29258;29258;2;1;0,623297324715028;"IVR";"SMS"
"8592";"0035B00000CQGGHQA5";"2017-03-30";"";"";1;0;0;2052;2052;1;1;0,623290385187613;"No Hacer Nada";"No Hacer Nada"
"24152";"0035B00000BGTfBQAX";"2017-08-05";"2017-11-30";"";1;0;0;30387;30387;1;1;0,623276678633007;"IVR";"SMS"
"14388";"0035B00000CQTLCQA5";"2008-11-11";"";"";1;0;0;11945;11945;1;1;0,623274739343308;"IVR";"SMS"
"1719";"0035B00000BAw1iQAD";"2017-10-02";"2017-11-30";"";1;0;0;71968;71968;1;1;0,623272800476685;"IVR";"Email"
"17051";"0035B00000CL7qOQAT";"2014-04-04";"";"";1;0;0;18278;18278;1;1;0,623197565189533;"IVR";"Email"
"5663";"0035B00000BFx2GQAT";"";"2017-11-30";"";1;0;0;45809;45809;1;1;0,623191857546242;"No Hacer Nada";"No Hacer Nada"
"18329";"0035B00000BBT8KQAX";"";"2017-12-07";"";1;0;0;16214;16214;1;1;0,623168678472971;"IVR";"Email"
"17745";"0035B00000CLDp9QAH";"2017-03-09";"2017-12-14";"";1;0;0;21149;21149;1;1;0,623116865234447;"IVR";"SMS"
"9913";"0035B00000CU1TOQA1";"2012-08-31";"2017-11-17";"";2;0;0;46287;46287;2;1;0,623110124532382;"IVR";"Email"
"23844";"0035B00000CTejpQAD";"2017-09-06";"2017-11-16";"";2;0;0;42976;42976;2;1;0,623076789871392;"IVR";"Email"
"17202";"0035B00000CTkJpQAL";"";"2017-12-17";"";1;0;0;19300;19300;1;1;0,6230618263437;"IVR";"Email"
"7586";"0035B00000CTq9bQAD";"2014-12-24";"";"";1;0;0;36359;36359;1;1;0,623061685858765;"IVR";"SMS"
"5791";"0035B00000BBWqWQAX";"";"2017-11-30";"";1;0;0;17017;17017;1;1;0,623048191211177;"No Hacer Nada";"No Hacer Nada"
"1225";"0035B00000BAxGNQA1";"2017-03-14";"2017-11-30";"";1;0;0;27993;27993;1;1;0,623033518330552;"IVR";"SMS"
"9643";"0035B00000CTnVjQAL";"2009-11-16";"";"";1;0;0;16771;16771;1;1;0,623023722475421;"No Hacer Nada";"No Hacer Nada"
"3056";"0035B00000BGZbBQAX";"2015-12-11";"2017-11-30";"";1;0;0;28119;28119;1;1;0,622976882838529;"IVR";"Email"
"19867";"0035B00000BG28FQAT";"";"2017-11-30";"";1;0;0;17775;17775;1;1;0,622960977791401;"No Hacer Nada";"No Hacer Nada"
"23704";"0035B00000CTqM9QAL";"";"";"";1;0;0;55928;55928;1;1;0,622930311690961;"No Hacer Nada";"No Hacer Nada"
"23990";"0035B00000CIQGEQA5";"2015-09-08";"2017-11-28";"";2;0;0;100058;100058;2;1;0,622926045835524;"No Hacer Nada";"No Hacer Nada"
"14582";"0035B00000AUzVQQA1";"2010-08-21";"2017-11-28";"";1;0;0;35283;35283;1;1;0,622912289831349;"IVR";"Email"
"6930";"0035B00000CKyQ0QAL";"";"";"";1;0;0;30357;30357;1;1;0,622880137050852;"Email";"No Hacer Nada"
"4624";"0035B00000BAspIQAT";"2017-08-21";"2017-11-30";"";1;0;0;108779;108779;1;1;0,622876919678191;"Email";"No Hacer Nada"
"16705";"0035B00000CYNKoQAP";"2015-02-09";"";"";1;0;0;4154;4154;1;1;0,622832350917099;"No Hacer Nada";"No Hacer Nada"
"2206";"0035B00000BG2HNQA1";"2017-10-07";"2017-11-30";"2017-11-17";1;0;0;377704;188778;1;1;0,622794670164086;"Telefono";"IVR"
"19453";"0035B00000AUvSaQAL";"2017-10-30";"2017-12-02";"2017-11-18";1;0;0;94603;80929;1;1;0,622785633101612;"IVR";"Email"
"17248";"0035B00000CLAPSQA5";"2008-04-03";"2017-11-09";"";2;0;0;38883;38883;2;1;0,622761722363508;"IVR";"Email"
"25436";"0035B00000BG1DNQA1";"2008-02-16";"2017-10-31";"";1;0;0;66435;66435;1;1;0,622738989713902;"IVR";"SMS"
"11245";"0035B00000BAubOQAT";"2009-03-06";"2017-11-30";"";1;0;0;10666;10666;1;1;0,622721066990744;"No Hacer Nada";"No Hacer Nada"
"9864";"0035B00000BG6lzQAD";"2009-05-06";"2017-11-30";"";1;0;0;65501;65501;1;1;0,622628727224396;"IVR";"SMS"
"10762";"0035B00000CYQgpQAH";"2016-11-09";"2017-11-17";"";2;0;0;43742;43742;2;1;0,622595545984139;"IVR";"SMS"
"15268";"0035B00000AUux2QAD";"2009-12-10";"2017-11-28";"";1;0;0;51769;51769;1;1;0,622580227149529;"IVR";"Email"
"23967";"0035B00000BBQtXQAX";"";"2017-11-30";"";1;0;0;111016;111016;1;1;0,622533484708858;"Email";"No Hacer Nada"
"25544";"0035B00000BGBgYQAX";"2009-12-28";"2017-11-30";"";1;0;0;34657;34657;1;1;0,622510436737728;"IVR";"SMS"
"21097";"0035B00000CQEfvQAH";"";"";"";1;0;0;18725;18725;1;1;0,622483345022528;"IVR";"Email"
"6954";"0035B00000CQ5AuQAL";"2017-11-06";"2017-11-16";"";1;0;0;40988;10283;1;1;0,622482996919238;"IVR";"Email"
"19685";"0035B00000CTj1KQAT";"2015-04-13";"2017-11-16";"";2;0;0;18526;18526;2;1;0,622465798475901;"IVR";"SMS"
"8552";"0035B00000CQHWiQAP";"";"2017-11-16";"";2;0;0;70669;70669;2;1;0,622445236222703;"IVR";"Email"
"22002";"0035B00000CTzajQAD";"2013-05-29";"2017-12-18";"";1;0;0;15987;15987;1;1;0,62241844294957;"IVR";"Email"
"6631";"0035B00000BAyINQA1";"2015-07-29";"2017-11-30";"";1;0;0;352254;352254;1;1;0,622416928176251;"Telefono";"IVR"
"15989";"0035B00000BBUsGQAX";"";"2017-11-30";"";1;0;0;11960;11960;1;1;0,622372361886432;"No Hacer Nada";"No Hacer Nada"
"1386";"0035B00000BBTfJQAX";"2010-08-27";"2017-11-30";"";1;0;0;43424;43424;1;1;0,622333130158245;"IVR";"Email"
"5196";"0035B00000CYNnNQAX";"";"2017-11-17";"";1;0;0;3211;3211;1;1;0,62233203575863;"No Hacer Nada";"No Hacer Nada"
"21791";"0035B00000CTmZWQA1";"2014-07-29";"";"";1;0;0;19683;19683;1;1;0,622290428536455;"IVR";"Email"
"25077";"0035B00000BAvCKQA1";"";"2017-11-30";"";1;0;0;20043;20043;1;1;0,622271769198007;"No Hacer Nada";"No Hacer Nada"
"1583";"0035B00000BAzF3QAL";"2016-11-02";"2017-08-29";"";1;0;0;121224;121224;1;1;0,622261119615637;"No Hacer Nada";"No Hacer Nada"
"5990";"0035B00000CU0siQAD";"2017-10-16";"2017-11-17";"";2;0;0;97151;97151;2;1;0,622220822571351;"IVR";"Email"
"13281";"0035B00000BBGvDQAX";"2017-01-24";"2017-11-30";"";1;0;0;41844;41844;1;1;0,622145574567777;"IVR";"SMS"
"21423";"0035B00000CU6BrQAL";"";"2017-10-17";"";3;0;0;2222;2222;3;1;0,622116500282639;"No Hacer Nada";"No Hacer Nada"
"20721";"0035B00000CTtJbQAL";"";"2017-12-17";"";1;0;0;16050;16050;1;1;0,622115558754218;"No Hacer Nada";"No Hacer Nada"
"16126";"0035B00000CL5xCQAT";"";"2017-11-09";"";2;0;0;9581;9581;2;1;0,62207348918035;"No Hacer Nada";"No Hacer Nada"
"4225";"0035B00000BBOwPQAX";"2013-02-11";"2017-11-30";"";1;0;0;38124;38124;1;1;0,622071948485142;"No Hacer Nada";"No Hacer Nada"
"18923";"0035B00000CLPYTQA5";"";"2017-10-12";"";3;0;0;17518;17518;3;1;0,622041669762462;"Telefono";"IVR"
"24706";"0035B00000BGBI1QAP";"2007-07-23";"2017-10-31";"";2;0;0;44420;44420;2;1;0,622027258834324;"IVR";"Email"
"18590";"0035B00000CTq9FQAT";"";"";"";1;0;0;32425;32425;1;1;0,622021568758656;"IVR";"SMS"
"8214";"0035B00000BAwlLQAT";"";"2017-11-30";"";1;0;0;33933;33933;1;1;0,622004116236696;"IVR";"SMS"
"14393";"0035B00000CQKH0QAP";"2011-02-22";"";"";1;0;0;39961;39961;1;1;0,621982582813934;"IVR";"SMS"
"17505";"0035B00000CTz79QAD";"";"";"";1;0;0;24325;24325;1;1;0,621943547540993;"IVR";"Email"
"139";"0035B00000BG1niQAD";"2017-10-12";"2017-12-11";"2017-11-27";1;0;0;80855;62626;1;1;0,621929457308982;"IVR";"SMS"
"19756";"0035B00000CL8dPQAT";"2010-04-09";"";"";1;0;0;34936;34936;1;1;0,62191582824696;"IVR";"Email"
"11286";"0035B00000BGV3gQAH";"2010-08-06";"2017-11-30";"";1;0;0;71552;71552;1;1;0,621820732109034;"No Hacer Nada";"No Hacer Nada"
"18264";"0035B00000BG1P7QAL";"";"2017-11-30";"";1;0;0;136023;136023;1;1;0,621773199907467;"Telefono";"IVR"
"602";"0035B00000CL2ZVQA1";"";"2017-11-09";"";2;0;0;19444;19444;2;1;0,621725150081005;"IVR";"Email"
"15726";"0035B00000CLE8fQAH";"";"";"";1;0;0;3781;3781;1;1;0,621658712019509;"No Hacer Nada";"No Hacer Nada"
"6299";"0035B00000CQGx4QAH";"2013-06-06";"2017-11-16";"";2;0;0;43991;43991;2;1;0,621637040600903;"IVR";"Email"
"15262";"0035B00000CQTNvQAP";"2017-08-11";"2017-10-24";"2017-09-09";3;3;0;111306;102550;3;1;0,621631865131049;"No Hacer Nada";"No Hacer Nada"
"18478";"0035B00000CL8mMQAT";"2017-07-06";"";"";1;0;0;12946;12946;1;1;0,621629981821195;"IVR";"Email"
"24472";"0035B00000BG4wOQAT";"2010-03-19";"2017-11-30";"";1;0;0;44673;44673;1;1;0,621619853757033;"IVR";"Email"
"23627";"0035B00000AUk7uQAD";"2011-10-05";"2017-11-28";"";1;0;0;1975;1975;1;1;0,62160302071787;"No Hacer Nada";"No Hacer Nada"
"12766";"0035B00000CIoMWQA1";"2007-06-14";"2017-11-09";"";1;0;0;13083;13083;1;1;0,621602664096706;"No Hacer Nada";"No Hacer Nada"
"22571";"0035B00000BAwrhQAD";"";"2017-11-30";"";1;0;0;58878;58878;1;1;0,621587533859922;"IVR";"Email"
"20343";"0035B00000CTgYqQAL";"2011-08-04";"";"";1;0;0;26353;26353;1;1;0,621574085275105;"IVR";"Email"
"1138";"0035B00000BGWRBQA5";"2017-08-21";"2017-11-30";"";1;0;0;93305;93305;1;1;0,621569775378278;"IVR";"SMS"
"14713";"0035B00000CTmuFQAT";"";"2017-11-16";"";2;0;0;22579;22579;2;1;0,62151957671397;"IVR";"Email"
"24860";"0035B00000CIjXmQAL";"2011-02-28";"";"";1;0;0;14165;14165;1;1;0,621509065237085;"IVR";"Email"
"19181";"0035B00000BGXo4QAH";"";"2017-11-30";"";1;0;0;20100;20100;1;1;0,621499635895964;"IVR";"SMS"
"10512";"0035B00000CTmtwQAD";"2017-10-11";"2017-12-25";"2017-11-10";1;1;0;59522;32020;1;1;0,621477093876316;"IVR";"Email"
"19485";"0035B00000AUupZQAT";"2015-05-05";"2017-11-28";"";1;0;0;35096;35096;1;1;0,621475204560706;"IVR";"Email"
"6755";"0035B00000CLH34QAH";"2012-12-20";"";"";1;0;0;29938;29938;1;1;0,621450203063156;"IVR";"SMS"
"6595";"0035B00000CQHIvQAP";"2017-06-02";"";"";1;0;0;7340;7340;1;1;0,621420065472801;"No Hacer Nada";"No Hacer Nada"
"13378";"0035B00000CTziPQAT";"";"";"";1;0;0;40635;40635;1;1;0,621398498640222;"IVR";"Email"
"13246";"0035B00000BFyFwQAL";"2017-09-25";"2017-11-30";"";1;0;0;30035;30035;1;1;0,621380838457088;"IVR";"SMS"
"2456";"0035B00000BG1u9QAD";"2017-07-03";"2017-11-30";"";1;0;0;68873;68873;1;1;0,621363615033374;"IVR";"SMS"
"22159";"0035B00000CQGdKQAX";"";"2017-11-16";"";2;0;0;59662;59662;2;1;0,621333276141784;"IVR";"Email"
"19480";"0035B00000AUw5VQAT";"2012-04-10";"2017-11-28";"";1;0;0;101196;101196;1;1;0,621300599568318;"IVR";"Email"
"7907";"0035B00000CQIQIQA5";"";"2017-11-16";"";2;0;0;69775;69775;2;1;0,621278693068702;"No Hacer Nada";"No Hacer Nada"
"25193";"0035B00000CTsW1QAL";"";"";"";1;0;0;3642;3642;1;1;0,621276900745012;"No Hacer Nada";"No Hacer Nada"
"12004";"0035B000007kYkXQAU";"";"2017-11-13";"";4;0;0;1478601;1478601;4;1;0,621273824845721;"Email";"No Hacer Nada"
"5502";"0035B00000CQF1XQAX";"2016-09-28";"";"";1;0;0;19562;19562;1;1;0,621252394467583;"IVR";"Email"
"7963";"0035B00000CQF0oQAH";"2016-01-03";"2017-11-16";"2017-10-30";2;0;0;43627;43627;2;1;0,621228901199761;"IVR";"Email"
"10176";"0035B00000BJHnnQAH";"2012-12-03";"2017-12-18";"";1;0;0;33946;33946;1;1;0,621223565572274;"IVR";"SMS"
"7647";"0035B00000CQQ8aQAH";"2017-03-31";"";"";1;0;0;17;17;1;1;0,621216282073545;"No Hacer Nada";"No Hacer Nada"
"15631";"0035B00000CIqYLQA1";"";"2017-12-23";"";1;0;0;26400;26400;1;1;0,621184645398176;"IVR";"Email"
"14546";"0035B00000CQGglQAH";"";"";"";1;0;0;28108;28108;1;1;0,621159038209303;"IVR";"Email"
"25933";"0035B00000CQMx1QAH";"";"2017-11-16";"";2;0;0;49229;49229;2;1;0,621152217279803;"IVR";"SMS"
"6188";"0035B00000BGCeHQAX";"2015-02-27";"2017-11-13";"";3;0;0;127467;127467;3;1;0,621142850417218;"Telefono";"IVR"
"11549";"0035B00000CQI2yQAH";"";"";"";1;0;0;2757;2757;1;1;0,621103189183765;"No Hacer Nada";"No Hacer Nada"
"12563";"0035B00000BGaHgQAL";"";"2017-11-30";"";1;0;0;54842;54842;1;1;0,621101250975211;"IVR";"Email"
"16570";"0035B00000BG1eGQAT";"2017-11-08";"2017-11-30";"";1;0;0;122952;31935;1;1;0,621099230617212;"IVR";"SMS"
"18136";"0035B00000CYQvGQAX";"";"2017-10-17";"";3;0;0;20939;20939;3;1;0,621098580234523;"Telefono";"IVR"
"3023";"0035B00000BBGf9QAH";"";"2017-11-30";"";1;0;0;2018;2018;1;1;0,621096882432377;"No Hacer Nada";"No Hacer Nada"
"23684";"0035B00000BBNdkQAH";"2017-10-13";"2017-12-09";"2017-11-25";1;0;0;252109;94110;1;1;0,621081423944391;"IVR";"Email"
"4804";"0035B00000CU3k7QAD";"2009-01-31";"";"";1;0;0;743;743;1;1;0,621050986015419;"No Hacer Nada";"No Hacer Nada"
"6819";"0035B00000BAvF9QAL";"";"2017-11-30";"";1;0;0;480638;480638;1;1;0,621029062437771;"Email";"No Hacer Nada"
"23858";"0035B00000CTiu4QAD";"2010-10-01";"2017-10-26";"";3;0;0;72646;72646;3;1;0,621002209223047;"Telefono";"Email"
"3710";"0035B00000BG6bpQAD";"2009-06-25";"2017-11-28";"";1;0;0;59501;59501;1;1;0,621000988425942;"IVR";"Email"
"201";"0035B00000AUs3mQAD";"2016-08-29";"2017-11-28";"";1;0;0;20114;20114;1;1;0,620876691151577;"No Hacer Nada";"No Hacer Nada"
"23780";"0035B00000CYPwrQAH";"2011-06-24";"";"";1;0;0;19549;19549;1;1;0,620858130632437;"IVR";"SMS"
"22195";"0035B00000AUr3NQAT";"";"2017-11-28";"";1;0;0;34453;34453;1;1;0,620850515977555;"Email";"No Hacer Nada"
"12388";"0035B000004dgAfQAI";"2016-05-31";"2017-12-19";"";1;0;0;15000;15000;1;1;0,620785347525189;"IVR";"Email"
"11462";"0035B00000CYOBxQAP";"2017-09-25";"2017-11-28";"2017-11-14";1;0;0;128740;66780;1;1;0,620747220567457;"IVR";"SMS"
"24708";"0035B00000BG4zrQAD";"";"2017-11-30";"";1;0;0;53391;53391;1;1;0,620693408427685;"IVR";"SMS"
"16212";"0035B00000BBONYQA5";"2014-07-14";"2017-10-30";"";2;0;0;47247;47247;2;1;0,62066147120288;"IVR";"Email"
"20881";"0035B00000CYLXuQAP";"2017-10-02";"";"2017-11-03";1;1;0;44900;17886;1;1;0,620651338491202;"IVR";"SMS"
"3799";"0035B00000BAyrGQAT";"2016-12-27";"2017-11-30";"";1;0;0;58674;58674;1;1;0,620646868109869;"IVR";"Email"
"15662";"0035B00000CLIc5QAH";"";"";"";1;0;0;29421;29421;1;1;0,620644663398138;"IVR";"SMS"
"12471";"0035B00000BGVGSQA5";"2009-02-21";"2017-11-30";"";1;0;0;3126;3126;1;1;0,620614083380629;"No   Hacer Nada";"No Hacer Nada"
"12942";"0035B00000BBOeUQAX";"2010-02-04";"2017-12-05";"";1;0;0;47391;47391;1;1;0,620602984460949;"IVR";"Email"
"10427";"0035B00000CU1BPQA1";"";"";"";1;0;0;51839;51839;1;1;0,620569503492225;"IVR";"SMS"
"3742";"0035B00000CQ76nQAD";"";"";"";1;0;0;4789;4789;1;1;0,62056752626216;"No Hacer Nada";"No Hacer Nada"
"23403";"0035B00000BBJlWQAX";"";"2017-10-30";"";2;0;0;36748;36748;2;1;0,62056685070962;"No Hacer Nada";"No Hacer Nada"
"17151";"0035B00000BFycpQAD";"2017-03-15";"2017-11-30";"";1;0;0;56880;56880;1;1;0,620557357451967;"IVR";"Email"
"1086";"0035B00000BBOCLQA5";"2014-10-28";"2017-11-30";"";1;0;0;46655;46655;1;1;0,620554057737643;"IVR";"SMS"
"8819";"0035B000007kW65QAE";"";"";"";1;0;0;18840;18840;1;1;0,620524186976963;"No Hacer Nada";"No Hacer Nada"
"19180";"0035B00000BG1n8QAD";"2015-02-26";"2017-11-13";"";2;0;0;39390;39390;2;1;0,620499957542873;"IVR";"SMS"
"20420";"0035B00000BBI0iQAH";"";"2017-10-30";"";1;0;0;601;601;1;1;0,620482803867353;"No Hacer Nada";"No Hacer Nada"
"25321";"0035B00000CTwupQAD";"";"2017-11-16";"";2;0;0;47813;47813;2;1;0,620475284349848;"IVR";"SMS"
"11613";"0035B00000BBHIhQAP";"";"2017-11-30";"";1;0;0;45380;45380;1;1;0,620465099484329;"IVR";"SMS"
"8273";"0035B00000CYTRDQA5";"";"";"";1;0;0;13953;13953;1;1;0,620399988293868;"IVR";"SMS"
"1100";"0035B00000BBM3dQAH";"";"2017-11-30";"";1;0;0;42707;42707;1;1;0,620337993534666;"IVR";"Email"
"18219";"0035B00000CYKTHQA5";"2017-09-07";"2017-11-20";"2017-10-06";2;2;0;71592;71592;2;1;0,620321635379656;"IVR";"Email"
"11861";"0035B00000CQIxhQAH";"2013-05-04";"2017-11-16";"";2;0;0;56990;56990;2;1;0,620271648567199;"No Hacer Nada";"No Hacer Nada"
"6507";"0035B00000CKzOuQAL";"";"";"";1;0;0;1913;1913;1;1;0,62021753253541;"No Hacer Nada";"No Hacer Nada"
"6782";"0035B00000CL7LyQAL";"2007-06-29";"2017-10-12";"";2;0;0;19152;19152;2;1;0,620151724371541;"IVR";"Email"
"8647";"0035B00000CTkbDQAT";"2007-11-05";"";"";1;0;0;12433;12433;1;1;0,620151257230894;"IVR";"Email"
"15959";"0035B00000CQFleQAH";"2013-03-07";"2017-11-16";"";2;0;0;38465;38465;2;1;0,620102209327177;"IVR";"Email"
"8888";"0035B00000CTvpDQAT";"2016-03-01";"";"";1;0;0;9591;9591;1;1;0,62009263024241;"No Hacer Nada";"No Hacer Nada"
"520";"0035B00000BBQaOQAX";"";"2017-11-30";"";1;0;0;45820;45820;1;1;0,620077347081402;"IVR";"SMS"
"13865";"0035B00000CIWNKQA5";"2016-10-26";"2017-11-17";"";2;0;0;45756;45756;2;1;0,620049561900093;"IVR";"Email"
"16285";"0035B00000BBHp5QAH";"2014-12-18";"2017-11-30";"";1;0;0;42337;42337;1;1;0,619976000217276;"IVR";"SMS"
"21977";"0035B00000BAtY5QAL";"";"2017-11-30";"";1;0;0;1326;1326;1;1;0,619968082601752;"No Hacer Nada";"No Hacer Nada"
"10509";"0035B00000CTjvSQAT";"2017-09-15";"2017-11-24";"2017-10-10";2;2;0;112211;79888;2;1;0,619967233452932;"IVR";"SMS"
"25295";"0035B00000BGWvbQAH";"2009-03-25";"2017-11-30";"";1;0;0;14448;14448;1;1;0,619917299930658;"No Hacer Nada";"No Hacer Nada"
"6666";"0035B00000CLBHVQA5";"2012-05-28";"";"";1;0;0;6123;6123;1;1;0,619896852610864;"No Hacer Nada";"No Hacer Nada"
