Id,CJLastInvoiceDate__c,CJEnergyCutOffDate__c,CJAgreementCutOffDate__c,CJEnergyInvoicesDue__c,CJAgreementInvoicesDue__c,CJPSVAInvoicesDue__c,CJTotalDebt__c,CJTotalOverdueDebt__c,CJTotalInvoicesDue__c,CJCustomerRating__c,CJPaymentProbability__c,CJSuggestion1__c,CJSuggestion2__c,CJModelExecutionDate__c 
0035B00000BBMYBQA5,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,44097.0,44097.0,1.0,1.0,0.737943614531058,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAuo3QAD,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,81779.0,81779.0,1.0,1.0,0.717305613490488,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBGa0QAH,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,11270.0,11270.0,1.0,1.0,0.513228935151241,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CYMN8QAP,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,74866.0,74866.0,1.0,1.0,0.724181189282304,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBPvrQAH,2016-12-14T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,26250.0,26250.0,1.0,1.0,0.653455911357066,IVR,Email,2017-11-14T00:00:00
0035B00000BBPMJQA5,2014-02-07T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,27431.0,27431.0,1.0,1.0,0.76276858778435,No   Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CYMWOQA5,2009-09-01T00:00:00,2017-01-02T00:00:00,#N/A,28.0,0.0,0.0,39167.0,39167.0,28.0,0.0,0.154080156170197,Corte,Carta,2017-11-14T00:00:00
0035B00000BAwKjQAL,2010-02-25T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,41530.0,41530.0,1.0,1.0,0.614717000718328,IVR,Email,2017-11-14T00:00:00
0035B00000BAxBEQA1,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,48691.0,48691.0,1.0,1.0,0.745317286264039,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAwcWQAT,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,48034.0,48034.0,1.0,1.0,0.819689577583403,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBMKxQAP,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,56656.0,56656.0,1.0,1.0,0.785617150539016,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBPXGQA5,2009-07-01T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,11567.0,11567.0,1.0,1.0,0.586749411706584,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAuPhQAL,2012-02-17T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,131459.0,131459.0,1.0,1.0,0.836885561494084,Email,SMS,2017-11-14T00:00:00
0035B00000BAyRxQAL,2011-10-20T00:00:00,2017-11-30T00:00:00,2017-11-16T00:00:00,1.0,0.0,0.0,48381.0,48381.0,1.0,1.0,0.805576265897519,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBPZdQAP,2010-06-17T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,41914.0,41914.0,1.0,1.0,0.719759384544919,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAtJCQA1,2016-09-23T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,76213.0,76213.0,1.0,1.0,0.845091376889454,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBFzVQAX,2015-05-22T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,18788.0,18788.0,1.0,1.0,0.749429276539453,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBMtvQAH,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,63665.0,63665.0,1.0,1.0,0.758771514115429,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBTfJQAX,2010-08-27T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,43424.0,43424.0,1.0,1.0,0.622333130158245,IVR,Email,2017-11-14T00:00:00
0035B00000BAz3BQAT,2015-07-17T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,35252.0,35252.0,1.0,1.0,0.651108939576651,IVR,Email,2017-11-14T00:00:00
0035B00000BBGnKQAX,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,2007.0,2007.0,1.0,1.0,0.571440539036916,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAyx6QAD,2017-08-16T00:00:00,2017-11-09T00:00:00,2017-09-25T00:00:00,2.0,2.0,0.0,349593.0,303479.0,2.0,1.0,0.796604103810243,IVR,Email,2017-11-14T00:00:00
0035B00000BAwP3QAL,2007-12-20T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,440194.0,440194.0,1.0,1.0,0.819107053852681,SMS,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBSbcQAH,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,57068.0,57068.0,1.0,1.0,0.682493598879388,SMS,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAw2wQAD,2016-12-26T00:00:00,2017-06-29T00:00:00,#N/A,5.0,0.0,0.0,27638.0,27638.0,5.0,0.0,0.197629470681328,Corte,Carta,2017-11-14T00:00:00
0035B00000BBEuEQAX,2017-09-20T00:00:00,2017-12-02T00:00:00,2017-10-18T00:00:00,1.0,1.0,0.0,64416.0,23673.0,1.0,0.0,0.332841397796359,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBPxKQAX,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,53724.0,53724.0,1.0,1.0,0.766946717196132,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAtuLQAT,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,83121.0,83121.0,1.0,1.0,0.711662982503016,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CTnSpQAL,#N/A,#N/A,#N/A,1.0,0.0,0.0,5220.0,5220.0,1.0,1.0,0.750030546144809,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CTuVwQAL,2017-10-05T00:00:00,#N/A,2017-11-02T00:00:00,1.0,1.0,0.0,94915.0,60567.0,1.0,1.0,0.773249974969493,SMS,No Hacer Nada,2017-11-14T00:00:00
0035B00000CTwlXQAT,#N/A,2017-11-16T00:00:00,#N/A,2.0,0.0,0.0,40935.0,40935.0,2.0,1.0,0.740000772922439,IVR,SMS,2017-11-14T00:00:00
0035B00000CYQDGQA5,#N/A,2017-12-04T00:00:00,#N/A,1.0,0.0,0.0,35890.0,35890.0,1.0,1.0,0.832435257195674,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CYOLQQA5,#N/A,2017-12-04T00:00:00,#N/A,1.0,0.0,0.0,2486.0,2486.0,1.0,1.0,0.549276997426032,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CYMDhQAP,2017-06-05T00:00:00,2017-08-04T00:00:00,2017-06-20T00:00:00,5.0,5.0,0.0,181700.0,181700.0,5.0,0.0,0.416835392387295,Corte,Carta,2017-11-14T00:00:00
0035B00000BAyk8QAD,2013-09-13T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,47810.0,47810.0,1.0,1.0,0.82293245651632,No   Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAtgxQAD,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,47394.0,47394.0,1.0,1.0,0.647564975119021,Email,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAvPfQAL,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,160761.0,160761.0,1.0,1.0,0.858557938434159,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBMjnQAH,2013-10-28T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,53470.0,53470.0,1.0,1.0,0.702862919944054,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBRueQAH,2007-05-18T00:00:00,2017-10-30T00:00:00,#N/A,2.0,0.0,0.0,26325.0,26325.0,2.0,1.0,0.556771304882342,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBMjWQAX,2017-05-16T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,104829.0,104829.0,1.0,1.0,0.822013787869655,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBHecQAH,2015-10-07T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,68677.0,68677.0,1.0,1.0,0.759269872761159,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAzdzQAD,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,12697.0,12697.0,1.0,1.0,0.712121696181598,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBU1yQAH,2012-06-13T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,47583.0,47583.0,1.0,1.0,0.870802031309803,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAuviQAD,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,36039.0,36039.0,1.0,1.0,0.860296766412204,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CYRGqQAP,2013-10-08T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,24156.0,24156.0,1.0,1.0,0.694817830029889,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAv57QAD,2017-11-09T00:00:00,2017-12-04T00:00:00,#N/A,1.0,0.0,0.0,58754.0,53469.0,1.0,1.0,0.767100679981778,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAzmvQAD,2015-01-13T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,32014.0,32014.0,1.0,1.0,0.62354893797753,IVR,SMS,2017-11-14T00:00:00
0035B00000BBIyMQAX,#N/A,2017-10-30T00:00:00,#N/A,1.0,0.0,0.0,2107.0,2107.0,1.0,1.0,0.523039155622842,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBP2aQAH,2009-04-20T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,81359.0,81359.0,1.0,1.0,0.629926141040311,IVR,SMS,2017-11-14T00:00:00
0035B00000BAzivQAD,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,53031.0,53031.0,1.0,1.0,0.747834006321281,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBPeEQAX,#N/A,2017-10-30T00:00:00,#N/A,2.0,0.0,0.0,12590.0,12590.0,2.0,1.0,0.558943654975394,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BGW8gQAH,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,75995.0,75995.0,1.0,1.0,0.678800920552146,Email,SMS,2017-11-14T00:00:00
0035B00000BG3DDQA1,2017-10-23T00:00:00,2017-12-07T00:00:00,2017-11-23T00:00:00,1.0,0.0,0.0,161340.0,111981.0,1.0,1.0,0.733681145065523,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BG18ZQAT,2012-03-26T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,73537.0,73537.0,1.0,1.0,0.824888172966174,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BGb7NQAT,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,11764.0,11764.0,1.0,1.0,0.733400079719747,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BFxH2QAL,2010-07-29T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,52086.0,52086.0,1.0,1.0,0.861388001028136,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BFzGmQAL,2016-09-28T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,70374.0,70374.0,1.0,1.0,0.804733336299269,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BFxriQAD,2017-06-29T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,132859.0,132859.0,1.0,1.0,0.715873410875497,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BGW72QAH,2007-08-18T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,136963.0,136963.0,1.0,1.0,0.832285632256908,SMS,No Hacer Nada,2017-11-14T00:00:00
0035B00000BG2M7QAL,2009-03-18T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,27207.0,27207.0,1.0,1.0,0.776314277553818,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CYKp6QAH,#N/A,#N/A,#N/A,3.0,0.0,0.0,4.0,4.0,3.0,0.0,0.248001102646089,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BGAdAQAX,2013-12-12T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,47905.0,47905.0,1.0,1.0,0.82731654124974,No   Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BG2xYQAT,2016-03-29T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,80465.0,80465.0,1.0,1.0,0.740969814180455,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BFxEuQAL,2008-02-16T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,155821.0,155821.0,1.0,1.0,0.655222714041761,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BFyNAQA1,2017-03-16T00:00:00,2017-05-11T00:00:00,2017-03-27T00:00:00,8.0,7.0,0.0,263838.0,263838.0,8.0,0.0,0.176805638823797,Carta,Telefono,2017-11-14T00:00:00
0035B00000BFwaBQAT,2017-10-02T00:00:00,2017-11-10T00:00:00,2017-10-26T00:00:00,2.0,1.0,0.0,163507.0,69946.0,2.0,0.0,0.402932652503458,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BG48XQAT,2010-03-31T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,63420.0,63420.0,1.0,1.0,0.848726996377232,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BFxnoQAD,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,28340.0,28340.0,1.0,1.0,0.728564663007623,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BG6qqQAD,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,63895.0,63895.0,1.0,1.0,0.738243670098176,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BG1QjQAL,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,24848.0,24848.0,1.0,1.0,0.649316785552594,IVR,SMS,2017-11-14T00:00:00
0035B00000BAuhCQAT,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,55392.0,55392.0,1.0,1.0,0.66408713234637,Email,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBVfpQAH,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,50975.0,50975.0,1.0,1.0,0.8063919867988,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAuxmQAD,2017-09-15T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,76035.0,76035.0,1.0,1.0,0.832853911561894,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBI9HQAX,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,51793.0,51793.0,1.0,1.0,0.637618750216637,IVR,Email,2017-11-14T00:00:00
0035B00000BBUGyQAP,2014-12-19T00:00:00,2017-08-29T00:00:00,#N/A,4.0,0.0,0.0,21192.0,21192.0,4.0,0.0,0.37707425095438,Corte,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAyZvQAL,2017-09-26T00:00:00,2017-12-09T00:00:00,2017-10-25T00:00:00,1.0,1.0,0.0,116312.0,40164.0,1.0,1.0,0.57266383134121,IVR,SMS,2017-11-14T00:00:00
0035B00000BBMTqQAP,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,79879.0,79879.0,1.0,1.0,0.714760868797838,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAz8NQAT,#N/A,2017-10-30T00:00:00,#N/A,1.0,0.0,0.0,34213.0,34213.0,1.0,1.0,0.543618275372268,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBHd2QAH,2017-06-02T00:00:00,2017-10-02T00:00:00,2017-10-02T00:00:00,4.0,5.0,0.0,326139.0,223000.0,5.0,0.0,0.455236318147113,Corte,Carta,2017-11-14T00:00:00
0035B00000BBSBLQA5,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,32408.0,32408.0,1.0,1.0,0.57575489209341,IVR,SMS,2017-11-14T00:00:00
0035B00000CYLTsQAP,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,72653.0,72653.0,1.0,1.0,0.913110063843532,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBHpsQAH,2009-02-16T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,54820.0,54820.0,1.0,1.0,0.573192728709969,IVR,SMS,2017-11-14T00:00:00
0035B00000BAzARQA1,2009-07-13T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,82201.0,82201.0,1.0,1.0,0.855120441958763,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBMPiQAP,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,10580.0,10580.0,1.0,1.0,0.813478819867612,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAtRFQA1,2008-08-19T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,40198.0,40198.0,1.0,1.0,0.735246882288725,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBVKFQA5,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,60672.0,60672.0,1.0,1.0,0.768863429641803,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAv50QAD,2017-10-30T00:00:00,2017-12-09T00:00:00,2017-11-25T00:00:00,1.0,0.0,0.0,466795.0,230726.0,1.0,1.0,0.72904040827548,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBMVLQA5,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,32205.0,32205.0,1.0,1.0,0.862109182776467,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAxDGQA1,2017-03-24T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,50304.0,50304.0,1.0,1.0,0.625998158342447,IVR,Email,2017-11-14T00:00:00
0035B00000BBO0eQAH,2012-10-25T00:00:00,2017-01-02T00:00:00,#N/A,31.0,0.0,0.0,207172.0,207172.0,31.0,0.0,0.196747800504614,Carta,Telefono,2017-11-14T00:00:00
0035B00000BBGkoQAH,2008-11-12T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,52234.0,52234.0,1.0,1.0,0.738963007650988,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CYNvCQAX,2008-01-15T00:00:00,2017-10-30T00:00:00,#N/A,2.0,0.0,0.0,140597.0,140597.0,2.0,1.0,0.616111065920723,Telefono,IVR,2017-11-14T00:00:00
0035B00000BBMUoQAP,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,13018.0,13018.0,1.0,1.0,0.546866548989156,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAwjVQAT,2011-12-19T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,49934.0,49934.0,1.0,1.0,0.784458890408339,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CYKZmQAP,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,35679.0,35679.0,1.0,1.0,0.868268827060349,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBSPGQA5,2017-10-13T00:00:00,2017-12-04T00:00:00,2017-11-20T00:00:00,1.0,0.0,0.0,38820.0,35427.0,1.0,1.0,0.870658385139218,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBNuhQAH,2015-07-14T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,339634.0,339634.0,1.0,1.0,0.584132706482942,Telefono,IVR,2017-11-14T00:00:00
0035B00000BBQsUQAX,#N/A,2017-11-13T00:00:00,#N/A,2.0,0.0,0.0,47518.0,47518.0,2.0,1.0,0.704759250284227,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBXZwQAP,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,84791.0,84791.0,1.0,1.0,0.667828893979106,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBMVmQAP,#N/A,2017-06-01T00:00:00,#N/A,7.0,0.0,0.0,9738.0,9738.0,7.0,0.0,0.177186585921841,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBMWvQAP,#N/A,2017-05-29T00:00:00,#N/A,28.0,0.0,0.0,39759.0,39759.0,28.0,0.0,0.174345533586212,Carta,Telefono,2017-11-14T00:00:00
0035B00000BBPlHQAX,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,82820.0,82820.0,1.0,1.0,0.77794720001245,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAxWzQAL,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,196472.0,196472.0,1.0,1.0,0.862426528301079,SMS,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAvIfQAL,#N/A,2017-11-09T00:00:00,#N/A,2.0,0.0,0.0,82027.0,82027.0,2.0,1.0,0.575314757115098,Email,No Hacer Nada,2017-11-14T00:00:00
0035B00000CYMESQA5,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,40734.0,40734.0,1.0,1.0,0.722361471442547,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBT3HQAX,#N/A,2017-07-31T00:00:00,#N/A,5.0,0.0,0.0,269377.0,269377.0,5.0,0.0,0.288931815372842,Corte,Carta,2017-11-14T00:00:00
0035B00000CYShrQAH,#N/A,2017-05-29T00:00:00,#N/A,16.0,0.0,0.0,577239.0,577239.0,16.0,0.0,0.173147354970991,Carta,Telefono,2017-11-14T00:00:00
0035B00000BBMXXQA5,2016-07-15T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,76764.0,76764.0,1.0,1.0,0.695318652335315,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBI3WQAX,2009-11-10T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,130910.0,130910.0,1.0,1.0,0.683302523971222,SMS,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBT3xQAH,2017-08-14T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,34383.0,34383.0,1.0,1.0,0.864149048041626,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CYMDZQA5,2009-08-18T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,21213.0,21213.0,1.0,1.0,0.703265977361642,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBGrTQAX,2017-04-03T00:00:00,2017-06-02T00:00:00,2017-06-19T00:00:00,7.0,4.0,0.0,167910.0,167910.0,7.0,0.0,0.228952084246963,Corte,Carta,2017-11-14T00:00:00
0035B00000BGVsoQAH,2015-10-26T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,63849.0,63849.0,1.0,1.0,0.556798312025631,IVR,Email,2017-11-14T00:00:00
0035B00000BGGYcQAP,2007-05-14T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,31684.0,31684.0,1.0,1.0,0.803223051165614,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BG2laQAD,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,68921.0,68921.0,1.0,1.0,0.603444369771644,IVR,Email,2017-11-14T00:00:00
0035B00000BFwNJQA1,2012-03-10T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,72044.0,72044.0,1.0,1.0,0.580669735199606,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BG0eBQAT,2016-11-24T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,77915.0,77915.0,1.0,1.0,0.75659462639124,No   Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BFxqHQAT,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,40556.0,40556.0,1.0,1.0,0.803580384840122,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BFx0cQAD,2008-05-12T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,43373.0,43373.0,1.0,1.0,0.826683866015655,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BG5SAQA1,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,33719.0,33719.0,1.0,0.0,0.438861845832857,Email,No Hacer Nada,2017-11-14T00:00:00
0035B00000BFzf5QAD,2016-09-16T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,70044.0,70044.0,1.0,1.0,0.711336275416342,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BG3TcQAL,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,43015.0,43015.0,1.0,1.0,0.559553922814721,IVR,Email,2017-11-14T00:00:00
0035B00000BGb8QQAT,#N/A,2017-06-02T00:00:00,#N/A,7.0,0.0,0.0,176204.0,176204.0,7.0,0.0,0.202764591122776,Carta,No Hacer Nada,2017-11-14T00:00:00
0035B00000BGAygQAH,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,180416.0,180416.0,1.0,1.0,0.840837314279471,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBTDbQAP,2009-12-14T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,25420.0,25420.0,1.0,1.0,0.863515093575676,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAxbmQAD,2017-05-22T00:00:00,2017-11-11T00:00:00,#N/A,2.0,0.0,0.0,33206.0,33206.0,2.0,1.0,0.596947684358445,IVR,SMS,2017-11-14T00:00:00
0035B00000BBNtMQAX,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,49951.0,49951.0,1.0,1.0,0.797399805817405,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBRiwQAH,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,28680.0,28680.0,1.0,1.0,0.710845756098053,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
